Latitude,Longitude,Title,Poem
44.93397139,-93.26237468,GFS,"When I first went to George Floyd Square 
You could see the roadblock 
From far away.
A large sheet billowed in the wind  
Telling all who entered that this was a sacred space.

Murals littered the
Square, imploring its visitors
To say his name and all their names,
To demand justice
Not only for George, 
But for everyone who
Does not have a square 
That bears their name,
Whose city did not
Rise up after a police officer
Decided their life did not matter enough. 

The city does not like the square. 
They say it is not “safe.”
But what does it mean 
For something to be “safe?”
Who is it supposed to be “safe” for? 
It wasn’t safe for George. 

If it had been then it wouldn’t be 
George Floyd Square.

No, it is not “safe”
Because the community
Does not want 
The police there. 

They are forbidden in this
Square where they killed a man, 
Where a community now protects and 
Keeps each other safe. 
The city does not like this
Because it shows that
A world without police 
Is only impossible
Until it isn’t. "
40.34552527,-74.64119911,The Walt Whitman Birthplace Association,"‘fuck. how'd we even get here?’
i don’t know.
                    you slapped the wheel.

over the schuylkill?
                            through northerdawns & bleeding jetlag
    ,all that memory starch stiff between the sheets of
    hippocampal petrifaction–
    bridging: that’s                   then)&(now.

or maybe it was that lefthand turn back there at the gas station where the Mexican guy, buried in clothes, filled the tank for us as consequence of some government program I failed to comprehend, and then we hurtled down the Monmouth Road past the frightened trees and weatherbeat saltbox houses wilting at the intersection? … just a thought

it’s ~2&1/2 hour return,right?

just before our hopeless threepointturn
    & distill of the fluttering whiskey flakes
    filtered through sundown      

ran my fingers through my first bonewhite snowfall
light broken across the ribs of an  open  jersey plain

    we drank bitter coffee, & i fumbled through some
    recollections of Walden Pond -      
                                                    wedged between
    the concord turnpike & a thoughtful giftshop -              
so i could misquote what i'd read on the cape about
new clothes,new men,the bare spines of shipwrecks.

Seven years later you can’t escape the memorials of 
Philadelphia citystreets & that Princeton coffee, snow flurries 
& remembering how not to fear 
"
33.881866,-115.90065,WILLIAM ALLINGHAM PHOTOGRAPHS U2 IN ARIZONA,"Four ducks in the desert.
Each planned quack could shake the earth.
Why do I focus on each beak?
When they strut and preen
I add street-cred to the scene.
Unlike poetry, it's all so clean."
53.13113001,-9.714495572,Musical Yarns,"Spin a yarn, tell a tale,
weave together laughter and tears.
Strum the banjo; fine wires strung
like threads, toned, tuned and ready
for singers.

Skeins of cotton, silk and wool to
darn a sock and mend a rip. Simple
crochet to make bonnets and scarves,
granny squares for a warm shawl
To comfort

Stitches of purl and plain to make
moss and bobbles for country field or
a cobbled city street. Twists and
cables on the Aran jumper for the
Fisherman.

Strands of colourful fairisle,
warm wool of the Shetland sheep.
The spinning wheel working the tension,
a tempo with voice and pedalled foot, to sing a
Melody of yarns."
53.1254232,-9.032478333,Return to Oughtmama,"We will be light and unburdened
at the “breast of the high pass”
a mile from Corcomroe.
Yet, we will carry delicacies unbound
and a chequered cloth to spread.
And we will see them early on—
at the bend looking East;
Colman’s three churches 
below Turlough Hill.
They will not be veiled
by a skein of hazel,
nor astray in a labyrinth 
of hedged lanes and walls.
We will not lose our shoes
to the supping mire, 
nor tattoo our limbs red 
with Draighean spines.
But we’ll scramble over 
the karst with delight,
and find the marsh orchid 
reciting her wild purple poem,
and the spindly Whitethorn 
straining to hear 
chalk-notes on the breeze.
There will be no missed turns, 
no damp deriding maps.
When we return to Oughtmama, 
the journey will be wondrous.
"
52.34083899,14.55096245,The Long Night,"You owned the dance floor 
My heart missed a beat,
DJ playing Eric Johnson’s Dover 
The night is over.

I see your boozy smile 
Like a flash in the crowd,
Am I the only one who is sober? 
The night is over. 

Walking side by side 
Laughter echoes the empty street,
Goosebumps and lucky Clover
The night is over.

Stars lightening the sky
Driving on the highway,
While you kip in the Rover
The night is over."
51.31166907,12.41441131,Letter From A Warrior,"When I am gone 
Look at the light, 
That shines upon 
Through the window bright 

When I am gone
Look after my plants,
They breath in breath out 
Just like my confidants 

When I am gone 
Cherish my memory,
They are only valuable 
If you able to carry 

When I am gone 
Make sure to smile, 
Sit around and hold hands 
Will make my journey worthwhile 

When I am gone 
Have breakfast with laughter and music, 
So I can hear them 
From the park of Leipzig 

When I am gone 
Don’t feel lost, 
You will find my blessings around 
Whenever you need it most."
57.44091415,-2.072021008,Signs,"I’m tugging at your memory, 
my conscience a half-wave 
from the other side of the street.

I’ve tried hard to bury you.

A whip of hair, a determined stride, 
headphones: 
they are signs from you and aren’t.

Some days I wish you weren’t here 
but sunning your feet in a meadow,
on other days that your tread will find me at a crossing.

Just like that: 
no warning, no hello, no goodbye,
just a smile in the right direction.

"
53.35937919,-6.179938316,Frosty dawn crossing Bull Island Bridge,"Clutch the strong bones tighter
and brave each treacherous step.

The slivers of sparkling danger
glint beneath my feet-
yet draw me forward-

each new tread a triumph against gravity,
defending my hollowing bones
against the ebbing erosion of time -

to witness the wonders of an island
conceived by wind and tide.
"
45.98405718,5.710144043,the map blows open like an accordion,"and spreads the Jura mountains out - 

I strike a match at the matchbox,
once, twice a third time til

the match, the
gas for water, burns -

thrushes and blackbirds are singing,
there is snow all around"
54.01425253,-7.393798828,A Day Trip to County Cavan,"One fine day we set out to play, my pal Pat and me
We wended our way to Ballybay and the banks of the Annalee
The sun it shone as we drove along the countryside to see
Old Cavan town where the rain splashed down into the Annalee.
At busy Cootehill where the White horse still provided hospitality
We drank some cool beer, it was comfy there near the waters of Annalee
We felt hungry then and searched for a glen where black flies and gnats wouldn't be
But the bugs did beat us, we thought they would eat us
In that glade by the Annalee
But a while we did stop at the picturesque spot and played at photography
But Pat wouldn't pose , so all's left I suppose is a pic of the bright Annalee.
In a field of hay on a tablecloth gay we spread out a picnic tea
The warm sun caressed us, passersby blessed us (!!!??)
As we dined by the Annalee.
At Butler's Bridge on a pub roofs ridge stood a horse, cart, and ' Mother Machree'
Here the river flowed on but we had to be gone
'Twas goodbye to the broad Annalee.
Then on to Slieve Rissell where all was bustle but we sat and looked round us with glee
Outside in the grounds in short bursts and sounds
A fountain played merrily.
In a comfy chair we dallied there 'til twilight crept over the lea
It was hard to leave the luxurious 'Slieve' to go home to Bangor on Sea
It was near midnight when the end was in sight - Cinderellas home from their spree
No handsome prince - only peppermints
But we're footloose and fancy free.
"
45.5120636,-122.6841797,Farmers Market,"It is not actually real,
There is no Portland Farmers Market.
but I like the shirt.
The logo is fun and vintage.
It’s a mockery, and in
hazy California nights
everyone thinks I’m a sophisticate
who came from beyond the woods
whilst I lie about what whiskey I have. Mournful
nights tend to follow and regrets
occur as they do. 

One day I will take you
to the real farmer’s market
and we will stare at bugs and laugh
one day you
will stare at me,
offer me an apple, 
and I will accept your hands."
52.01728925,-9.50374648,Mansions II,"This home is stone with crackling paint
opened as heaven did when i was a boy
painted over with reds and blues in o’keefe’s nightmares
the park is overgrown with weeds

as the sun falls over the moat
it clusters us closer and closer
cars rush by from the fence
and firework throwing youths snicker at us 

I am thinking of your tarot deck
a tree branch falls next to us
The leaves fall quietly onto our noses
while I stop seeing my hands in the water"
53.6209,10.2159,Journey,"Sunshine gleams and blue stripes paint the Galway, midday sky.
All aboard the bus to Cleggan and the ferry,
To be transported to the island of Inisbofin,
Where sea and sand merge,
Allowing my heart to come to rest and purge.
Where city gal meets rural roads,
And fiddles play, with tapping toes ... 
But it is the rental bike that offers sights of stillness, beauty and tranquility,
And though I slip in the rain and mud becomes my new fashion look,
This jewel of an island and its people, soothe my soul.
For there, standing on a white beach,
Just behind the drifting clouds,
I see sunshine - a majestic light of hope,
Beckoning me to see; to believe, 
That despite the cross of widowhood, 
I will be OK,
That in time, all will be well.
Doesn't that sound swell ... 
But how I can tell and be sure of that?
Faith. 
Trust. 
I must.
My brokeness now becomes my signpost,
Don't go left, go right.
It is time to journey within,
To grieve, to heal and when the time is right,
to live again.
For as beautiful as Inisbofin is...
I am not an island.







"
55.19875341,-6.65941,The white dolphin,"I made a little dolphin
from a little lump of clay.
I slipped him in my pocket
and then I went away.

One day beside the shore,
the sun and sparkling waves at play,
my pocket stirred, I took him out
and let him swim away.

The dolphin gone for many years,
I near forgot that he’d been mine.
I grew old and tired,
not all the years were kind.

One cold and starry night,
the moon was hanging like a pearl.
I glimpsed a ghostly shape
on the edges of the world.

The ghostly shape approached,
the glowing dolphin had come back.
His whiteness, it compelled me,
I shrugged the clothes from off my back.

I stepped naked from my world
into the icy glassy sea,
taking hold his proffered fin.
We glided through the darkness towards infinity.
"
51.8977474,-8.471456766,Jalna's for Sausage Rolls,"Walking down school hill, passed Kathleen Tucker's
white house behind the high wall that suited my 5 year olds idea of where an American would live, and catching the number 10 into town.
You seemed to know everyone and everyone seemed to know you. A smile and a few words.
We'll pop into the library on our way home and you can pick out a few books.
Hilsers! That's where daddy bought our engagement ring, Elenor organised it, you know she was an old girlfriend of his and Jack Harte carried it on the plane in his pocket over to us.
Look up! Do you see that beautiful building, I know it is only Mandy's now, but up there is where Tom Barry and Leslie lived, she was a real lady, they had a beautiful apartment.
Let's take a little walk down to the gallery, just for a quick peek and then over to North Main street.
A browse through the big square baskets full of socks and tea towels and who knows what else.
Then over to the GPO to post a few cards, Air mail please!
And then, you would turn, eyes sparkling,
Let's go to Jalna's for sausage rolls."
44.59982133,79.42909241,North of Damascus,"Frost Heaves | Rough Road

Or so it says on the street sign
as you drive up the bumpy rural path.
Each winter it buckles, waves, warps.

There is also a yellow sign 
with a flattened turtle on it, 
God’s eye view from above.

Our road was voted the second worst in Ontario,
which makes you wonder what could have taken first prize?

I have the uncanny feeling of déjà vu
every time I drive home
past the site of my accident.

That’s where the car hit me.
Threw my body indifferently to the shoulder
like a raccoon or skunk, and kept on driving. 

Over there is where the paramedics found me,
bicycle between my legs, unconscious.
All I remember is a flash of light. 

Memory is a funny thing. How can amnesia 
come back to haunt you? It’s like driving at night 
& looking in the rear-view mirror in the dark. 
Without street lights, the past is swallowed up whole.

Spring is here again, and the open road 
is calling. Suddenly I feel like tying my laces 
and kicking irreverently against the goads. 
"
52.84120079,-8.969650269,NEW DIRECTION MAP AND JOURNEYS,"A HIGHER SPHERE gave us life encompassing
A shared world to survive in
We have powers to travel, worldwide and within.
We have a choice to learn and make decisions. 
We can choose our directions
While, mapping our life's paths
And the journey we have, are our own to surpass.
All we must do, is ""BELIEVE THAT WE CAN""
Treat humans and nature
With warm loving hands
Respect each other on the travels we share
And the world, in return, 
WILL BE GOOD, RIGHT BACK AT US, 
Knowing that WE CARE. 
                                        
                                                - End-
"
52.84123206,-8.979263306,A recipe to start again,"Cork a bottle of your favourite wine
Fill a war bath
Get a photo of YOU KNOW WHO!!!
You're sure to have a laugh

Place the photo in a stand
Behind the taps - in sight
Visualise it in your head
Make sure you get it RIGHT

Close your eyes and see him there
With a nose, quite big and red
See his head, with BRIGHT RED HAIR
and a brain as THICK AS LEAD

Change the image to Black and White
And watch him  - NEARLY GONE
See the tie you had a fight
Convinced that he was WRONG

Now get a photo of YOURSELF
and place it in your hand
SMILE at it, and LAUGH at it
You're DANCING in the SAND

Repeat the words """"I can I can""""
Live without you """"DEAR""""
Say them over and over again
There is no need to FEAR

Place both photos side by side
And visualise them both
Then honestly say a GOOD GOODBYE
The CLOWN is now afloat

Pull the plug and watch him swirl
Around and round he goes
It's time for you to START AGAIN
Hurray! Hurray! - you TOAST"
52.84123206,-8.979263306,PASSING,"We've shared teabreaks
for 15 years, or more
We've had some laughs
We've had good chats
But since you've left
I have realised
That every cup, now tastes good NO MORE
- END-
"
39.969547,-75.18833721,do they call it philly where you are?,"I would like to send you a postcard
like Caroline Bender and Eddie Harris sent one another
but instead of an almost to
it would be a here I am
from my favourite place
with all the gingerbread looking boathouses at the forefront
and the Schuylkill
still and shining behind
I would tell you about
all the grand adventures we could go on
all the nooks and crannies of the city
I could show you
but instead
I think I’ll head to
the cheese shop
to buy the cheddar
from your corner of the world
and think about sending
that postcard
tomorrow"
51.88077559,-8.621065667,Memory Player,"I acquired a new player 
and a collection of 
my favourite memories.
This white vinyl dazzles
as it climbs out of the sleeve. 
Little hands clamber for their turn
to set my world spinning.
They carefully place the needle 
and with the first notes I am gone, 
back, twenty years, to Boston,
where I sit looking out 
of the luggage hold of an airbus. 
Legs dangle over the side 
as jet fumes fill my lungs 
and the orange sky falls over the harbour.
Shouting this song to you, 
because no one can hear 
me above this din.
Only wished that you were there. 
Now we are here. 
In our Babylon. "
54.58704699,-5.817389468,The Skating Rink in Belfast,"Knees straight, arms bent, I 
Am beckoned to the 
Edge of the rink to 
Receive advice I 
Didn’t ask for. 

In 1960
He is awkward and 
Eager on the ice
As he approaches 
The girl on white skates.

His orange reflects 
A warning to her. 
Don’t get distracted, 
Don’t get in the way.

She leads him skating 
Backwards on the smooth
Surfaces whilst he 
Holds her hand and scrapes 
Up what is behind 
Him. 

Dancing on unsure
Footing, he offers
Her a chance to teach 
And he follows her 
Blindly. 

Fearless and steadfast
She steadily drains
The orange from his 
Skates and bleeds a white 
Confidence into 
Him.

His partner unties 
The laces of her 
Boots and passes from 
One life to the next.

His memory of
Frozen time becomes 
Forgotten after 
A fall renders him 
Immobile. 

He visits the rink 
Each week, watching the
Orange and white blades
Blend into a pale
Sunset he longs to 
Have. 

Having learned, having 
Taught, he beckons me 
To the edge of the 
Rink to offer the 
Advice I did not 
Ask for. 

I listen and skate. 
Knees bent and arms straight. 
"
44.07754511,-123.0888965,Cal Young,"It’s just a road, that’s all
mountains at one end
and the other
I drive straight, until I see it –
the white picket fence
and turn on to Cal Young
the sun sits low on this road
usually I drive in to it
or catch it in my rear-view 
going home
"
